File,Label,Angle,Clase
sample_7c4533631b4e.png,Cedula,0,0
sample_5b057cca78e1.png,Cedula,0,0
sample_ff3ba04d23e1.png,Cedula,0,0
sample_86481b107dc7.png,Cedula,0,0
sample_d40b085453a6.png,Cedula,0,0
sample_9800d2befddf.png,Cedula,0,0
sample_86da35a3e82a.png,Cedula,0,0
sample_e65350c57d86.png,Cedula,0,0
sample_96c90731be1d.png,Cedula,0,0
sample_cf638b49b9bf.png,Cedula,0,0
sample_4fbe9ba22840.png,Cedula,0,0
sample_ff404a2f2a67.png,Cedula,0,0
sample_2fa895448628.png,Cedula,0,0
sample_1df60199b444.png,Cedula,0,0
sample_9c3305ed6e77.png,Cedula,0,0
sample_63449acc3309.png,Cedula,0,0
sample_02d9abe96913.png,Cedula,0,0
sample_768fc7e9c09d.png,Cedula,0,0
sample_9d7155fedd14.png,Cedula,0,0
sample_e762f64e0443.png,Cedula,0,0
sample_ef0dc1b470f6.png,Cedula,0,0
sample_940883796136.png,Cedula,0,0
sample_66350fa50fa7.png,Cedula,0,0
sample_495414b6831f.png,Cedula,0,0
sample_770fdcf20a3a.png,Cedula,0,0
sample_590de94dc1d2.png,Cedula,0,0
sample_3cbb12b852c5.png,Cedula,0,0
sample_b7c0aae183e7.png,Cedula,0,0
sample_2b72858112f6.png,Cedula,0,0
sample_d261dd7c9d4a.png,Cedula,0,0
sample_a4829009b8c1.png,Cedula,0,0
sample_a34b3ab4979e.png,Cedula,0,0
sample_2983fe91d87d.png,Cedula,0,0
sample_62febc902992.png,Cedula,0,0
sample_c0fd09a34594.png,Cedula,0,0
sample_33d35dab5b29.png,Cedula,0,0
sample_57e992341f20.png,Cedula,0,0
sample_b1ece75cf2e7.png,Cedula,0,0
sample_bc137ad8a5f3.png,Cedula,0,0
sample_e6988b8cff79.png,Cedula,0,0
sample_0748168e70ec.png,Cedula,0,0
sample_f181acfdedd7.png,Cedula,0,0
sample_e3217cb054b7.png,Cedula,0,0
sample_995a7227508e.png,Cedula,0,0
sample_fc6d35661433.png,Cedula,0,0
sample_a16dea0734a4.png,Cedula,0,0
sample_b4ecb95ced93.png,Cedula,0,0
sample_dccb02f84e6d.png,Cedula,0,0
sample_2d6be5a1e106.png,Cedula,0,0
sample_0b82f1627797.png,Cedula,0,0
sample_f06693042f31.png,Cedula,0,0
sample_fbdba25b003c.png,Cedula,0,0
sample_a0c2ba367905.png,Cedula,0,0
sample_8ee49d5a0c0f.png,Cedula,0,0
sample_851dc5b45391.png,Cedula,0,0
sample_a99185162484.png,Cedula,0,0
sample_cc6fac529a5b.png,Cedula,0,0
sample_4cb78418d48a.png,Cedula,0,0
sample_acf16382547c.png,Cedula,0,0
sample_10ae2a45f9b9.png,Cedula,0,0
sample_0e241422da40.png,Cedula,0,0
sample_226dabc7e96b.png,Cedula,0,0
sample_ecae9e690ea7.png,Cedula,0,0
sample_1cb530c91018.png,Cedula,0,0
sample_7a2329ff8c3d.png,Cedula,0,0
sample_65f7880f71f8.png,Cedula,0,0
sample_ad91a82cb690.png,Cedula,0,0
sample_1201d419d9ed.png,Cedula,0,0
sample_64b2967b6369.png,Cedula,0,0
sample_344cffe13c8b.png,Cedula,0,0
sample_00e32c8986f0.png,Cedula,0,0
sample_33110e7856b1.png,Cedula,0,0
sample_aff4999e9eea.png,Cedula,0,0
sample_603e014c39fb.png,Cedula,0,0
sample_ac4bc4ef3a40.png,Cedula,0,0
sample_6cec93945d5d.png,Cedula,0,0
sample_493d13245e78.png,Cedula,0,0
sample_e1571bc245ab.png,Cedula,0,0
sample_9be4211516b1.png,Cedula,0,0
sample_dd85663b6ab8.png,Cedula,0,0
sample_b3f4cd9e613a.png,Cedula,0,0
sample_f81b53194c60.png,Cedula,0,0
sample_9b2b0eb72fdf.png,Cedula,0,0
sample_927f28d78a51.png,Cedula,0,0
sample_5609eb66b716.png,Cedula,0,0
sample_94ff476bf440.png,Cedula,0,0
sample_b51afc9c932e.png,Cedula,0,0
sample_020bdb4f4d6c.png,Cedula,0,0
sample_b70d68710a4b.png,Cedula,0,0
sample_da3722fe88c2.png,Cedula,0,0
sample_ca95b2eabc1b.png,Cedula,0,0
sample_da941b2bd7a0.png,Cedula,0,0
sample_9b2cca33b929.png,Cedula,0,0
sample_b86e92e15731.png,Cedula,0,0
sample_ce039674f73f.png,Cedula,0,0
sample_59a5c544bcdb.png,Cedula,0,0
sample_523c9abec7fc.png,Cedula,0,0
sample_41d2fb952e27.png,Cedula,0,0
sample_6b82bc66c672.png,Cedula,0,0
sample_b612f182eab5.png,Cedula,0,0
sample_42c4a734fdbc.png,Cedula,0,0
sample_f91aa04753d2.png,Cedula,0,0
sample_0fc0f84ffe6a.png,Cedula,0,0
sample_ad1fd6397727.png,Cedula,0,0
sample_52c44791a828.png,Cedula,0,0
sample_a6737c7158e8.png,Cedula,0,0
sample_321fa5238eca.png,Cedula,0,0
sample_1f03d0ba0c43.png,Cedula,0,0
sample_945d7230bc82.png,Cedula,0,0
sample_61492d848b7d.png,Cedula,0,0
sample_3ce4df461cab.png,Cedula,0,0
sample_50ce955b4492.png,Cedula,0,0
sample_a6c6bbd97f86.png,Cedula,0,0
sample_8fb8cea82200.png,Cedula,0,0
sample_83d66ccbe2c5.png,Cedula,0,0
sample_cd573198569f.png,Cedula,0,0
sample_149ac1c022c9.png,Cedula,0,0
sample_5ccc2845b60b.png,Cedula,0,0
sample_a6c0b48ef177.png,Cedula,0,0
sample_99d7c6ef985b.png,Cedula,0,0
sample_be93f66e796c.png,Cedula,0,0
sample_cb8d064312ec.png,Cedula,0,0
sample_9f22b6f7f0fe.png,Cedula,0,0
sample_ebb6167f3807.png,Cedula,0,0
sample_107c91a54dcc.png,Cedula,0,0
sample_8b93253e0f0d.png,Cedula,0,0
sample_d5a93ede9e8f.png,Cedula,0,0
sample_ab1f82a76bf6.png,Cedula,0,0
sample_9ef2bfed27e3.png,Cedula,0,0
sample_82bffd0e61bb.png,Cedula,0,0
sample_d56b787ef231.png,Cedula,0,0
sample_456a79a1ede7.png,Cedula,0,0
sample_a329eecbfe5e.png,Cedula,0,0
sample_ef306a5123f4.png,Cedula,0,0
sample_389fee037556.png,Cedula,0,0
sample_734f7a08d595.png,Cedula,0,0
sample_c643d284c3bd.png,Cedula,0,0
sample_98dc61070e06.png,Cedula,0,0
sample_94a50d4782a2.png,Cedula,0,0
sample_a9d2153e66a0.png,Cedula,0,0
sample_e26c99a791c5.png,Cedula,0,0
sample_34ef4ef19424.png,Cedula,0,0
sample_65c36681313d.png,Cedula,0,0
sample_1c83def66db8.png,Cedula,0,0
sample_004a2497950d.png,Cedula,0,0
sample_dfa8a38f0925.png,Cedula,0,0
sample_ad3b47f897dd.png,Cedula,0,0
sample_6394c7bd5893.png,Cedula,0,0
sample_9eac622ded6d.png,Cedula,0,0
sample_97d498c7e3cf.png,Cedula,0,0
sample_ac2c92095fbd.png,Cedula,0,0
sample_a323590db716.png,Cedula,0,0
sample_90ba9802d912.png,Cedula,0,0
sample_09e1415384fa.png,Cedula,0,0
sample_16260c771493.png,Cedula,0,0
sample_c17df07280c1.png,Cedula,0,0
sample_5030f0014a34.png,Cedula,0,0
sample_f00232c9844c.png,Cedula,0,0
sample_9a58c0b18eaf.png,Cedula,0,0
sample_2beb31138b82.png,Cedula,0,0
sample_90ec383351b4.png,Cedula,0,0
sample_b7aeaf5893a8.png,Cedula,0,0
sample_eb326c5b7273.png,Cedula,0,0
sample_299b8478f96c.png,Cedula,0,0
sample_ce880ae1c889.png,Cedula,0,0
sample_ec1294efa954.png,Cedula,0,0
sample_6dce98f99308.png,Cedula,0,0
sample_a00632f49060.png,Cedula,0,0
sample_e945a90f4513.png,Cedula,0,0
sample_9dc99a6e9f11.png,Cedula,0,0
sample_5fb31fcac4a2.png,Cedula,0,0
sample_42e8fc8d90a4.png,Cedula,0,0
sample_194dda0328c8.png,Cedula,0,0
sample_2dedee9abf5a.png,Cedula,0,0
sample_3ba1581cf26a.png,Cedula,0,0
sample_234fdb004a5b.png,Cedula,0,0
sample_1d70ff9776e0.png,Cedula,0,0
sample_ecf872666ce7.png,Cedula,0,0
sample_5f403d58fd20.png,Cedula,0,0
sample_f84bb44059bc.png,Cedula,0,0
sample_114c13cd268c.png,Cedula,0,0
sample_6785511bc723.png,Cedula,0,0
sample_67097151a39b.png,Cedula,0,0
sample_66c26302fece.png,Cedula,0,0
sample_4ba46f63a17e.png,Cedula,0,0
sample_e761b3ba4915.png,Cedula,0,0
sample_7180144404d4.png,Cedula,0,0
sample_f4a535cdad6f.png,Cedula,0,0
sample_a0467441b6ac.png,Cedula,0,0
sample_808c4ee3f752.png,Cedula,0,0
sample_430b829cf08e.png,Cedula,0,0
sample_ba56b5ac268e.png,Cedula,0,0
sample_516986e39a86.png,Cedula,0,0
sample_2cd965840ded.png,Cedula,0,0
sample_1228d981d809.png,Cedula,0,0
sample_bb3dde35dfaa.png,Cedula,0,0
sample_3f4e5a5ef0af.png,Cedula,0,0
sample_c170693ff2dd.png,Cedula,0,0
sample_bc71899f5ad4.png,Cedula,0,0
sample_dfa88dded451.png,Cedula,0,0
sample_a766a43b8169.png,Cedula,0,0
sample_fc7b367d9afe.png,Cedula,0,0
sample_8b682cc34b3b.png,Cedula,0,0
sample_f20d306d461c.png,Cedula,0,0
sample_cb8888459a39.png,Cedula,0,0
sample_29b31ec13b56.png,Cedula,0,0
sample_7b34c2b64029.png,Cedula,0,0
sample_a12deaa44711.png,Cedula,0,0
sample_89c32ff3b1a1.png,Cedula,0,0
sample_a38edcf250ba.png,Cedula,0,0
sample_6aec0fcf11a1.png,Cedula,0,0
sample_49a1740ca35d.png,Cedula,0,0
sample_f5f95bd2f94e.png,Cedula,0,0
sample_13128304a5fa.png,Cedula,0,0
sample_cd13587ef94a.png,Cedula,0,0
sample_2f543f8ea5eb.png,Cedula,0,0
sample_ddf5c6167328.png,Cedula,0,0
sample_e53fc23687d6.png,Cedula,0,0
sample_86e64b15a1e5.png,Cedula,0,0
sample_dbd6deed8a82.png,Cedula,0,0
sample_057af2acceba.png,Cedula,0,0
sample_32030f608aec.png,Cedula,0,0
sample_79b68e08ce86.png,Cedula,0,0
sample_6acd5536ce2a.png,Cedula,0,0
sample_3e978e525685.png,Cedula,0,0
sample_5ec4f2b48190.png,Cedula,0,0
sample_2a13f4e3389c.png,Cedula,0,0
sample_8d3226a051a8.png,Cedula,0,0
sample_5b56806e3e77.png,Cedula,0,0
sample_47133968810f.png,Cedula,0,0
sample_c8008ad1d32c.png,Cedula,0,0
sample_0a20690cf038.png,Cedula,0,0
sample_6388ae7342d3.png,Cedula,0,0
sample_ed3aabb2a8ee.png,Cedula,0,0
sample_d10f185bf4f5.png,Cedula,0,0
sample_b106568623e8.png,Cedula,0,0
sample_6ea0b3cbb9cf.png,Cedula,0,0
sample_c2bc0505b9b0.png,Cedula,0,0
sample_1c60323c479a.png,Cedula,0,0
sample_4a0b1291852d.png,Cedula,0,0
sample_4f69ca7f5da0.png,Cedula,0,0
sample_188ca0064514.png,Cedula,0,0
sample_b06dc32b05a5.png,Cedula,0,0
sample_87b03142e786.png,Cedula,0,0
sample_22b136254e9c.png,Cedula,0,0
sample_8cb63a4b9352.png,Cedula,0,0
sample_a8497afccb6a.png,Cedula,0,0
sample_57a4946f041a.png,Cedula,0,0
sample_d46cf8c9ff94.png,Cedula,0,0
sample_dd5b9021ea35.png,Cedula,0,0
sample_80ee8ea13666.png,Cedula,0,0
sample_c8aba73fc1ee.png,Cedula,0,0
sample_f72adb45722f.png,Cedula,0,0
sample_e4921b87cfdf.png,Cedula,0,0
sample_794a1acf7ab4.png,Cedula,0,0
sample_91760342258b.png,Cedula,0,0
sample_278fc18ba551.png,Cedula,0,0
sample_3fe2e24c6598.png,Cedula,0,0
sample_11248097240e.png,Cedula,0,0
sample_68524b271c73.png,Cedula,0,0
sample_cd68759a1eb8.png,Cedula,0,0
sample_91602d3a4de5.png,Cedula,0,0
sample_fa6d79963f28.png,Cedula,0,0
sample_3c9b84a9ad5f.png,Cedula,0,0
sample_4820028d9ebc.png,Cedula,0,0
sample_973a60be89cb.png,Cedula,0,0
sample_b6af2f3c0b84.png,Cedula,0,0
sample_f0158b95eed1.png,Cedula,0,0
sample_df3ce32bc66a.png,Cedula,0,0
sample_f2f927ac5dd7.png,Cedula,0,0
sample_1d00fdf20e86.png,Cedula,0,0
sample_a5a1a1c3d7b8.png,Cedula,0,0
sample_a95076847a34.png,Cedula,0,0
sample_168cc8126920.png,Cedula,0,0
sample_3e25baaf3bc5.png,Cedula,0,0
sample_1efabe11fcaf.png,Cedula,0,0
sample_854e4c2f6aa8.png,Cedula,0,0
sample_9f4fa0660977.png,Cedula,0,0
sample_2d23e9eae982.png,Cedula,0,0
sample_5c5931e9f53b.png,Cedula,0,0
sample_872b657f7291.png,Cedula,0,0
sample_b7bab205105c.png,Cedula,0,0
sample_4dfc965943a3.png,Cedula,0,0
sample_d26eee02d020.png,Cedula,0,0
sample_60acc8268896.png,Cedula,0,0
sample_21ebe05320ac.png,Cedula,0,0
sample_7aeef019f079.png,Cedula,0,0
sample_54f37640baed.png,Cedula,0,0
sample_6462a3c966b6.png,Cedula,0,0
sample_fddc4011ce30.png,Cedula,0,0
sample_4ef98cf8ee6e.png,Cedula,0,0
sample_a9066cea0c19.png,Cedula,0,0
sample_db9a838634da.png,Cedula,0,0
sample_02c30054cafa.png,Cedula,0,0
sample_ad1f631a7b8e.png,Cedula,0,0
sample_7ef734d95edf.png,Cedula,0,0
sample_4eb2bfc9ad36.png,Cedula,0,0
sample_37cfcef5f216.png,Cedula,0,0
sample_8bacbd78652d.png,Cedula,0,0
sample_4f10655c9cb2.png,Cedula,0,0
sample_206b3c735007.png,Cedula,0,0
sample_58d9ceefc810.png,Cedula,0,0
sample_7e2e351c1d73.png,Cedula,0,0
sample_dc206bc32848.png,Cedula,0,0
sample_77114d3602ec.png,Cedula,0,0
sample_ea5a899ace0c.png,Cedula,0,0
sample_f8547eecece4.png,Cedula,0,0
sample_fd0950934e8f.png,Cedula,0,0
sample_7cadafad7b6a.png,Cedula,0,0
sample_0f6a8f7204b5.png,Cedula,0,0
sample_9df044f0af7d.png,Cedula,0,0
sample_1151c26655dc.png,Cedula,0,0
sample_02413fb7531e.png,Cedula,0,0
sample_86eea415d314.png,Cedula,0,0
sample_562714fba5ad.png,Cedula,0,0
sample_cf0aafa9905d.png,Cedula,0,0
sample_5d5c822f49b0.png,Cedula,0,0
sample_bca2b1c36a78.png,Cedula,0,0
sample_8e38c9493843.png,Cedula,0,0
sample_bf5d35c16a63.png,Cedula,0,0
sample_882314ab0b1b.png,Cedula,0,0
sample_bf162df089aa.png,Cedula,0,0
sample_0b8b83a885e8.png,Cedula,0,0
sample_e5e6a0d420e5.png,Cedula,0,0
sample_a58de01d5a4d.png,Cedula,0,0
sample_b72f2edab17e.png,Cedula,0,0
sample_4fa4b713ae44.png,Cedula,0,0
sample_36ee0e4eaada.png,Cedula,0,0
sample_fe21a10bfa33.png,Cedula,0,0
sample_130f93b87b9b.png,Cedula,0,0
sample_23dada421229.png,Cedula,0,0
sample_1be0d5fe5204.png,Cedula,0,0
sample_f8e7b8ca35b6.png,Cedula,0,0
sample_d64036081db8.png,Cedula,0,0
sample_954df93d312c.png,Cedula,0,0
sample_98ae0455d58b.png,Cedula,0,0
sample_8c058557ae20.png,Cedula,0,0
sample_7dc1f04759b6.png,Cedula,0,0
sample_98c2ff1eb2a8.png,Cedula,0,0
sample_8ff04567276b.png,Cedula,0,0
sample_ea721c8d1b35.png,Cedula,0,0
sample_3bce5b8f00b3.png,Cedula,0,0
sample_e5cd7cc832f3.png,Cedula,0,0
sample_e9167fd0df9f.png,Cedula,0,0
sample_2320b5c1ec74.png,Cedula,0,0
sample_a97f61804aa0.png,Cedula,0,0
sample_9e480da366ab.png,Cedula,0,0
sample_b1029b143a12.png,Cedula,0,0
sample_a356d487eaa2.png,Cedula,0,0
sample_fcd974fdd8a0.png,Cedula,0,0
sample_c15165cf4498.png,Cedula,0,0
sample_5c1aeb866059.png,Cedula,0,0
sample_57cc64f7cd30.png,Cedula,0,0
sample_a3ee467a0aee.png,Cedula,0,0
sample_38140018e3c4.png,Cedula,0,0
sample_204752849350.png,Cedula,0,0
sample_d1719c646caf.png,Cedula,0,0
sample_98112f6e911f.png,Cedula,0,0
sample_3e2818543599.png,Cedula,0,0
sample_e380c6043c82.png,Cedula,0,0
sample_adbcd4020464.png,Cedula,0,0
sample_5e42e4f5b96c.png,Cedula,0,0
sample_a3672c32ff29.png,Cedula,0,0
sample_ee89eb903da3.png,Cedula,0,0
sample_1f65465456fd.png,Cedula,0,0
sample_f1bd0bf95c0e.png,Cedula,0,0
sample_f4878d544b54.png,Cedula,0,0
sample_296fdf46930e.png,Cedula,0,0
sample_e666be0aaff7.png,Cedula,0,0
sample_f3196da42df1.png,Cedula,0,0
sample_1e60c5b6fbbc.png,Cedula,0,0
sample_a2044cb31c16.png,Cedula,0,0
sample_0fe5ce1acf79.png,Cedula,0,0
sample_16644be2caf2.png,Cedula,0,0
sample_9d8f4333dbd7.png,Cedula,0,0
sample_a2ef73efcab2.png,Cedula,0,0
sample_9c758586baf7.png,Cedula,0,0
sample_a1f6d2a73eae.png,Cedula,0,0
sample_a18dfe7cf322.png,Cedula,0,0
sample_351ff39651ea.png,Cedula,0,0
sample_1fe4ab0d17bf.png,Cedula,0,0
sample_7edc05805078.png,Cedula,0,0
sample_02c2caa91e86.png,Cedula,0,0
sample_370232772462.png,Cedula,0,0
sample_365c69fc3818.png,Cedula,0,0
sample_a7fc98bcd689.png,Cedula,0,0
sample_12cd89c271f8.png,Cedula,0,0
sample_0d89501c3374.png,Cedula,0,0
sample_8eb12f15195a.png,Cedula,0,0
sample_814d65d0d8d4.png,Cedula,0,0
sample_5be770ae773d.png,Cedula,0,0
sample_12727f1e6b42.png,Cedula,0,0
sample_ac9fa2a20cb1.png,Cedula,0,0
sample_9f23c56ffcc1.png,Cedula,0,0
sample_b600f0b66c94.png,Cedula,0,0
sample_ad4a5b69ccf1.png,Cedula,0,0
sample_8a06be1fc819.png,Cedula,0,0
sample_b213028b846e.png,Cedula,0,0
sample_13c2dc546f63.png,Cedula,0,0
sample_9b57eac9cb59.png,Cedula,0,0
sample_727a0f912426.png,Cedula,0,0
sample_03d980acca4a.png,Cedula,0,0
sample_ae48956304f3.png,Cedula,0,0
sample_ae27e2ef47fc.png,Cedula,0,0
sample_c6f593d859ee.png,Cedula,0,0
sample_1f832cc8652c.png,Cedula,0,0
sample_58995efb65b4.png,Cedula,0,0
sample_a4e343d3765f.png,Cedula,0,0
sample_4ed4f23fa214.png,Cedula,0,0
sample_e1b39cb5d423.png,Cedula,0,0
sample_10af8a4bde95.png,Cedula,0,0
sample_e8972ce7e2eb.png,Cedula,0,0
sample_b29f368dfff9.png,Cedula,0,0
sample_576249fc93f8.png,Cedula,0,0
sample_21a74e209db1.png,Cedula,0,0
sample_b6ecfd5a0d74.png,Cedula,0,0
sample_a5f3cf8484c0.png,Cedula,0,0
sample_5bbd448f1077.png,Cedula,0,0
sample_564146f06b81.png,Cedula,0,0
sample_c1441627248f.png,Cedula,0,0
sample_2912c3bfece0.png,Cedula,0,0
sample_acd78538f92a.png,Cedula,0,0
sample_59379484e6f0.png,Cedula,0,0
sample_b60b2d50a84d.png,Cedula,0,0
sample_e7da65b69adb.png,Cedula,0,0
sample_f11c470ed3ba.png,Cedula,0,0
sample_82160dc546b1.png,Cedula,0,0
sample_44d7f3472d63.png,Cedula,0,0
sample_e3ab2446cd28.png,Cedula,0,0
sample_e13c1242bb2d.png,Cedula,0,0
sample_0a6967247205.png,Cedula,0,0
sample_60e4fae56533.png,Cedula,0,0
sample_97c5a6b90479.png,Cedula,0,0
sample_928291ff6450.png,Cedula,0,0
sample_807712ed7e14.png,Cedula,0,0
sample_14f1a7b88932.png,Cedula,0,0
sample_adcfdd412fe5.png,Cedula,0,0
sample_76f539ef96f8.png,Cedula,0,0
sample_fb12cf305116.png,Cedula,0,0
sample_2eb77acda64b.png,Cedula,0,0
sample_cdfc50492384.png,Cedula,0,0
sample_be0a46765dd5.png,Cedula,0,0
sample_2617be098bd8.png,Cedula,0,0
sample_e69be70a418e.png,Cedula,0,0
sample_9ad6ec590cda.png,Cedula,0,0
sample_9f9a9baa9ec2.png,Cedula,0,0
sample_3d72d2cd6b5a.png,Cedula,0,0
sample_8aa3e28279b4.png,Cedula,0,0
sample_97fc29fe97bf.png,Cedula,0,0
sample_5d1793c0014c.png,Cedula,0,0
sample_e1b17dd6183a.png,Cedula,0,0
sample_7e5a8639d64a.png,Cedula,0,0
sample_2289e333a9c9.png,Cedula,0,0
sample_8edda64d35f4.png,Cedula,0,0
sample_7138d996410e.png,Cedula,0,0
sample_fc3b62f28e6b.png,Cedula,0,0
sample_305ceb4d00fb.png,Cedula,0,0
sample_769921f8b645.png,Cedula,0,0
sample_7fea6e96ab61.png,Cedula,0,0
sample_5e4650f3a141.png,Cedula,0,0
sample_7735e793ac2d.png,Cedula,0,0
sample_c56ec95984ed.png,Cedula,0,0
sample_d6769cfaa9bd.png,Cedula,0,0
sample_e72e2c40b0d2.png,Cedula,0,0
sample_a66f7cbee41c.png,Cedula,0,0
sample_ee858d1aa0b9.png,Cedula,0,0
sample_c76d1f92e34c.png,Cedula,0,0
sample_bb5f3560c40b.png,Cedula,0,0
sample_bf8e1a240199.png,Cedula,0,0
sample_67aaf7e0458c.png,Cedula,0,0
sample_a959f88f6674.png,Cedula,0,0
sample_a28ae926302a.png,Cedula,0,0
sample_94272950cd4d.png,Cedula,0,0
sample_0444bd83ec33.png,Cedula,0,0
sample_5b784fad2dd3.png,Cedula,0,0
sample_2451dfe7d5f9.png,Cedula,0,0
sample_31ff9056f082.png,Cedula,0,0
sample_6e4000405c19.png,Cedula,0,0
sample_05a803a74f4e.png,Cedula,0,0
sample_a3494845f1b7.png,Cedula,0,0
sample_c218e6e9020c.png,Cedula,0,0
sample_c6b663fd0a74.png,Cedula,0,0
sample_1704a2208974.png,Cedula,0,0
sample_1b80eb2046ff.png,Cedula,0,0
sample_f5c43c61349a.png,Cedula,0,0
sample_d2a08b06c0ea.png,Cedula,0,0
sample_dd1f29ff639e.png,Cedula,0,0
sample_b4150d1397de.png,Cedula,0,0
sample_66e4528551f8.png,Cedula,0,0
sample_c57151077728.png,Cedula,0,0
sample_1570a696cc82.png,Cedula,0,0
sample_1349e9f67e13.png,Cedula,0,0
sample_820c51c45239.png,Cedula,0,0
sample_ef005facc10f.png,Cedula,0,0
sample_af53bc527d06.png,Cedula,0,0
sample_8e3a63951301.png,Cedula,0,0
sample_aa27fae16201.png,Cedula,0,0
sample_f991dfa76164.png,Cedula,0,0
sample_7711d998ae38.png,Cedula,0,0
sample_d7d3497ba767.png,Cedula,0,0
sample_c89848c25401.png,Cedula,0,0
sample_2186fdbade23.png,Cedula,0,0
sample_9152c831f4fd.png,Cedula,0,0
sample_9af203c895c0.png,Cedula,0,0
sample_0e59f5e286d2.png,Cedula,0,0
sample_669cf20e591e.png,Cedula,0,0
sample_00db11f961e6.png,Cedula,0,0
sample_faf0f9a57447.png,Cedula,0,0
sample_4a66b881c5f7.png,Cedula,0,0
sample_d32c3156c5a7.png,Cedula,0,0
sample_0a4c2378f778.png,Cedula,0,0
sample_75fc7c64afc8.png,Cedula,0,0
sample_d0bfb3f45955.png,Cedula,0,0
sample_a9c1edf6ae43.png,Cedula,0,0
sample_63e5f43694d0.png,Cedula,0,0
sample_a3687fb964ec.png,Cedula,0,0
sample_7fa05e040d63.png,Cedula,0,0
sample_05b534c4ce25.png,Cedula,0,0
sample_433bec43a67e.png,Cedula,0,0
sample_4b8b0115c56d.png,Cedula,0,0
sample_694a0a0c40ad.png,Cedula,0,0
sample_c21d5d4f1aaf.png,Cedula,0,0
sample_2c9dc295ccd1.png,Cedula,0,0
sample_950a6df7bb55.png,Cedula,0,0
sample_ff5e0f8d8789.png,Cedula,0,0
sample_0c427022e6e1.png,Cedula,0,0
sample_22bdd3955e35.png,Cedula,0,0
sample_51a2486dd4c5.png,Cedula,0,0
sample_7f43a98e5319.png,Cedula,0,0
sample_dc1350053d5b.png,Cedula,0,0
sample_753705878f49.png,Cedula,0,0
sample_09d156b5a817.png,Cedula,0,0
sample_2b6b50a72f10.png,Cedula,0,0
