,File,Label,Angle,Clase,Original,Variation
54,sample_f2f30be635ab.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
55,sample_55dbfdb7319e.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
56,sample_6e6e5feaf8c2.jpg,Cedula_Amarilla,351.51839420597065,70.0,True,0.0
57,sample_0cf764e0fe43.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
58,sample_9f3e998139c9.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
59,sample_65cf4d0c1cff.jpg,Cedula_Amarilla,351.51105611949527,70.0,True,0.0
60,sample_26d5e15ece07.jpg,Cedula_Amarilla,179.7106298365594,35.0,True,0.0
61,sample_9e12e07e4a00.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
62,sample_a51d9d0924a2.jpg,Cedula_Amarilla,354.1030364897892,70.0,True,0.0
63,sample_92f8759be3c8.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
64,sample_2fe21116bf8b.jpg,Cedula_Amarilla,356.14936117608926,71.0,True,0.0
65,sample_94e91dcf76ed.jpg,Cedula_Amarilla,181.0912162252626,36.0,True,0.0
66,sample_e0f6b1878b79.jpg,Cedula_Amarilla,357.17982752755154,71.0,True,0.0
67,sample_2a6ff9b9de4a.jpg,Cedula_Amarilla,3.1622977521393887,0.0,True,0.0
68,sample_90aca1e90b30.jpg,Cedula_Amarilla,2.935673446421173,0.0,True,0.0
69,sample_ce195a3af05c.jpg,Cedula_Amarilla,3.086489263781074,0.0,True,0.0
70,sample_80e8ca2b61aa.jpg,Cedula_Amarilla,359.0289780689208,71.0,True,0.0
71,sample_7e7fd181a5a5.jpg,Cedula_Amarilla,1.2960634980171208,0.0,True,0.0
72,sample_54bbf2e9de27.jpg,Cedula_Amarilla,179.18542295024028,35.0,True,0.0
73,sample_0e121d9ea4b9.jpg,Cedula_Amarilla,357.2993706626047,71.0,True,0.0
74,sample_9b03d9a9f6a3.jpg,Cedula_Amarilla,350.17010766536254,70.0,True,0.0
75,sample_17175ef693c6.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
76,sample_5b59f5e3c733.jpg,Cedula_Amarilla,183.95564548038416,36.0,True,0.0
77,sample_9460d0ee28b6.jpg,Cedula_Amarilla,179.3904934233248,35.0,True,0.0
78,sample_975e5dc20cae.jpg,Cedula_Amarilla,359.424182406755,71.0,True,0.0
79,sample_9fb151e4bba4.jpg,Cedula_Amarilla,0.5729386976834859,0.0,True,0.0
80,sample_3395056863fa.jpg,Cedula_Amarilla,178.2642954110716,35.0,True,0.0
81,sample_64852bef8dce.jpg,Cedula_Amarilla,12.252759515547396,2.0,True,0.0
82,sample_13e51b2b535a.jpg,Cedula_Amarilla,178.78757191005508,35.0,True,0.0
83,sample_05ea2e47298c.jpg,Cedula_Amarilla,354.38779677067515,70.0,True,0.0
84,sample_be92f8fa0c5c.jpg,Cedula_Amarilla,356.698134325565,71.0,True,0.0
85,sample_08daa8643e42.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
86,sample_aa1c8172d73d.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
87,sample_9b67b0fcb552.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
88,sample_0cec9017c01e.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
89,sample_6d63a26aa7cd.jpg,Cedula_Amarilla,180.25578303073925,36.0,True,0.0
90,sample_aa469b8ebde2.jpg,Cedula_Amarilla,183.13966014782025,36.0,True,0.0
91,sample_f630092c0b14.jpg,Cedula_Amarilla,3.1934492732832966,0.0,True,0.0
92,sample_435f3026ab8f.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
93,sample_8fccbb6969b7.jpg,Cedula_Amarilla,359.7430699754965,71.0,True,0.0
94,sample_3c26830f41f0.jpg,Cedula_Amarilla,2.765761834249503,0.0,True,0.0
95,sample_200ec2b81277.jpg,Cedula_Amarilla,178.8599359662136,35.0,True,0.0
96,sample_7f66ab4f3a3b.jpg,Cedula_Amarilla,0.2569300245035111,0.0,True,0.0
97,sample_7efbfd472f3e.jpg,Cedula_Amarilla,3.152937007775314,0.0,True,0.0
98,sample_1838bb4c4217.jpg,Cedula_Amarilla,180.5430716937238,36.0,True,0.0
99,sample_4081c527492e.jpg,Cedula_Amarilla,177.35745470593528,35.0,True,0.0
100,sample_0c2645873e7b.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
101,sample_ac9d564df306.jpg,Cedula_Amarilla,357.8286882090852,71.0,True,0.0
102,sample_8cbd462d0c14.jpg,Cedula_Amarilla,358.3010470285541,71.0,True,0.0
103,sample_198b0b6c4a8c.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
104,sample_e70e3a42d0df.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
105,sample_238dc85928b9.jpg,Cedula_Amarilla,173.0804667372943,34.0,True,0.0
106,sample_3077a94bca2d.jpg,Cedula_Amarilla,177.2378716866212,35.0,True,0.0
107,sample_0b5fef3f6e99.jpg,Cedula_Amarilla,355.0189180646916,71.0,True,0.0
108,sample_e3073a2382c4.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
109,sample_20d299515a14.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
110,sample_16e3726e6651.jpg,Cedula_Amarilla,359.7698977049028,71.0,True,0.0
111,sample_a485b31de1cb.jpg,Cedula_Amarilla,358.37117505947424,71.0,True,0.0
112,sample_3e978aff49cf.jpg,Cedula_Amarilla,190.13425128739567,38.0,True,0.0
113,sample_a2eab735616d.jpg,Cedula_Amarilla,181.06091169026425,36.0,True,0.0
114,sample_8025845832ed.jpg,Cedula_Amarilla,180.2938219346507,36.0,True,0.0
115,sample_4df49fc98197.jpg,Cedula_Amarilla,179.42991155500113,35.0,True,0.0
116,sample_fd29104cc1b0.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
117,sample_08d6117e42b9.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
118,sample_99b0fd85d5ce.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
119,sample_d11c609469cd.jpg,Cedula_Amarilla,180.51155586658703,36.0,True,0.0
120,sample_d82bde71e065.jpg,Cedula_Amarilla,182.111330625576,36.0,True,0.0
121,sample_16b0dd681aba.jpg,Cedula_Amarilla,3.027245182279991,0.0,True,0.0
122,sample_33d9a9cd7aaa.jpg,Cedula_Amarilla,1.80602529760124,0.0,True,0.0
123,sample_7652211b7bff.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
124,sample_ccd231ef289b.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
125,sample_7eccc5d1674f.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
126,sample_444246f23d6f.jpg,Cedula_Amarilla,355.5558938783473,71.0,True,0.0
127,sample_029b2d0b2c84.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
128,sample_51f26b1e7835.jpg,Cedula_Amarilla,357.2072976342867,71.0,True,0.0
129,sample_e5d5cddc2921.jpg,Cedula_Amarilla,2.457538148177109,0.0,True,0.0
130,sample_630165c59492.jpg,Cedula_Amarilla,359.6589577211411,71.0,True,0.0
131,sample_40815d1e188e.jpg,Cedula_Amarilla,358.7269699799433,71.0,True,0.0
132,sample_989a5b6c407d.jpg,Cedula_Amarilla,182.62640563829075,36.0,True,0.0
133,sample_2ae5422b7edc.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
134,sample_1f0c8d2f0eca.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
135,sample_e4cea97bc9e0.jpg,Cedula_Amarilla,8.013251844141568,1.0,True,0.0
136,sample_69fc6decf570.jpg,Cedula_Amarilla,179.44643481411762,35.0,True,0.0
137,sample_b04e6e49d3bf.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
138,sample_dbf37b38d2a5.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
139,sample_af842eb77d30.jpg,Cedula_Amarilla,353.4875769707121,70.0,True,0.0
140,sample_541ae0228c8b.jpg,Cedula_Amarilla,179.44909602078144,35.0,True,0.0
141,sample_b12bb9b00964.jpg,Cedula_Amarilla,7.441405489743715,1.0,True,0.0
142,sample_a1d6375bcae0.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
143,sample_9cb12fe4fd8d.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
144,sample_84e2d999b0bc.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
145,sample_94be27fa665b.jpg,Cedula_Amarilla,355.8295634751579,71.0,True,0.0
146,sample_91653b5a9171.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
147,sample_98dd4958e1b1.jpg,Cedula_Amarilla,355.23635830927384,71.0,True,0.0
148,sample_36b776c9474c.jpg,Cedula_Amarilla,175.99049845856075,35.0,True,0.0
149,sample_71bb78c31f39.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
150,sample_fb1456cc4e2b.jpg,Cedula_Amarilla,1.7208148336728648,0.0,True,0.0
151,sample_b66fbc14ce8d.jpg,Cedula_Amarilla,0.8263241397292475,0.0,True,0.0
152,sample_4d40935409ff.jpg,Cedula_Amarilla,2.5004105643768773,0.0,True,0.0
153,sample_d970c50f47ea.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
154,sample_a70c63f52039.jpg,Cedula_Amarilla,169.6409475119163,33.0,True,0.0
155,sample_3dbb36533cb2.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
156,sample_a0e510f22fc1.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
157,sample_1ce61f20ad20.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
158,sample_a65c33849c02.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
159,sample_1ff7fe172392.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
160,sample_c81e0d898039.jpg,Cedula_Amarilla,2.78516642211435,0.0,True,0.0
161,sample_c0e87a15a16f.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
162,sample_5252f50245e8.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
163,sample_b2ab67af70a6.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
164,sample_f3dcb4fb919b.jpg,Cedula_Amarilla,0.5430716937237866,0.0,True,0.0
165,sample_c7bdec2a0876.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
166,sample_a51bc9bb609d.jpg,Cedula_Amarilla,4.996760664571359,0.0,True,0.0
167,sample_fee3e9d30165.jpg,Cedula_Amarilla,347.5983041832787,69.0,True,0.0
168,sample_afb73bf3dfd6.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
169,sample_ffcde6e0f02a.jpg,Cedula_Amarilla,176.60507645788172,35.0,True,0.0
170,sample_6e3e8935711f.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
171,sample_1500945c5a06.jpg,Cedula_Amarilla,357.16333989887454,71.0,True,0.0
172,sample_a6a126038b41.jpg,Cedula_Amarilla,185.5572322095508,37.0,True,0.0
173,sample_bfae8ea8ac35.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
174,sample_2bd94d0345ae.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
175,sample_2b4519fad81c.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
176,sample_1ddc7f6aec75.jpg,Cedula_Amarilla,181.57655005518373,36.0,True,0.0
177,sample_6bc15f831820.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
178,sample_dfb75a66900a.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
179,sample_6891fcc90489.jpg,Cedula_Amarilla,3.8140748342903534,0.0,True,0.0
180,sample_14ca0bcf924b.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
181,sample_8c893d573c63.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
182,sample_3de7736ba01e.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
183,sample_0dd9a8693c2b.jpg,Cedula_Amarilla,358.65527561129767,71.0,True,0.0
184,sample_9c5af4a03473.jpg,Cedula_Amarilla,180.520856374502,36.0,True,0.0
185,sample_e740964b7e65.jpg,Cedula_Amarilla,178.12650698640007,35.0,True,0.0
186,sample_1a146d467a54.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
187,sample_52bf928a9504.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
188,sample_7ba3d77bab67.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
189,sample_d91f0adca6fe.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
190,sample_88221a80188e.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
191,sample_df49ea90b6fb.jpg,Cedula_Amarilla,183.92830722539767,36.0,True,0.0
192,sample_eac5fea5b707.jpg,Cedula_Amarilla,176.8778695378843,35.0,True,0.0
193,sample_0fe3af228ff2.jpg,Cedula_Amarilla,170.35736122123075,34.0,True,0.0
194,sample_bcfabb97f231.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
195,sample_5f1e4952b673.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
196,sample_ed083c3fc970.jpg,Cedula_Amarilla,357.23423816575047,71.0,True,0.0
197,sample_08f4d25aea88.jpg,Cedula_Amarilla,352.9087267446724,70.0,True,0.0
198,sample_788fdc2ba7a4.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
199,sample_cddb81369d18.jpg,Cedula_Amarilla,354.83017211244214,70.0,True,0.0
200,sample_4be5b917e8d9.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
201,sample_2d2dd44e1cc1.jpg,Cedula_Amarilla,353.9594348171028,70.0,True,0.0
202,sample_ecaf754682bf.jpg,Cedula_Amarilla,173.80358657089567,34.0,True,0.0
203,sample_53ee9a3efb39.jpg,Cedula_Amarilla,355.08343399399,71.0,True,0.0
204,sample_22d6af2510bd.jpg,Cedula_Amarilla,356.23948929424307,71.0,True,0.0
205,sample_9fe7154c43b4.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
206,sample_7bcad94e1b86.jpg,Cedula_Amarilla,356.5834118082287,71.0,True,0.0
207,sample_b1440af06f96.jpg,Cedula_Amarilla,7.516441716269494,1.0,True,0.0
208,sample_8f9ace204ff4.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
209,sample_bc803df8356d.jpg,Cedula_Amarilla,180.27678905217772,36.0,True,0.0
210,sample_440bfcc583c8.jpg,Cedula_Amarilla,5.572197803963795,1.0,True,0.0
211,sample_2b00950ba6b0.jpg,Cedula_Amarilla,179.09540496626732,35.0,True,0.0
212,sample_9b9ba8f28e6b.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
213,sample_72f86255a061.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
214,sample_be5b4932ce6e.jpg,Cedula_Amarilla,183.46822925891715,36.0,True,0.0
215,sample_fb37a6926d93.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
216,sample_c61c5818f798.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
217,sample_1e9167115e16.jpg,Cedula_Amarilla,183.95317950179725,36.0,True,0.0
218,sample_85cb5df0dbde.jpg,Cedula_Amarilla,2.036325454798276,0.0,True,0.0
219,sample_01a66f91488b.jpg,Cedula_Amarilla,179.21874233839137,35.0,True,0.0
220,sample_1fe1df1fe88b.jpg,Cedula_Amarilla,180.7673083150897,36.0,True,0.0
221,sample_ae6003269d40.jpg,Cedula_Amarilla,358.44484049493286,71.0,True,0.0
222,sample_73e1ab0e2d3a.jpg,Cedula_Amarilla,2.3320236816230584,0.0,True,0.0
223,sample_e352dda35656.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
224,sample_f7ffbdf94552.jpg,Cedula_Amarilla,1.6233325250904709,0.0,True,0.0
225,sample_e0cc67159913.jpg,Cedula_Amarilla,355.4860115419987,71.0,True,0.0
226,sample_58c3f78a0bae.jpg,Cedula_Amarilla,185.03508467945667,37.0,True,0.0
227,sample_36646792e9f0.jpg,Cedula_Amarilla,2.0920662794801457,0.0,True,0.0
228,sample_c1df174128cf.jpg,Cedula_Amarilla,180.25925515150135,36.0,True,0.0
229,sample_889b3d19fe4c.jpg,Cedula_Amarilla,183.08765128498507,36.0,True,0.0
230,sample_c18791dac767.jpg,Cedula_Amarilla,181.06091169026425,36.0,True,0.0
231,sample_aa40be612dae.jpg,Cedula_Amarilla,2.260501911141272,0.0,True,0.0
232,sample_fc01852df5e0.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
233,sample_09fa56a2874c.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
234,sample_15a9f3c237b2.jpg,Cedula_Amarilla,9.586160155344285,1.0,True,0.0
235,sample_f3e54eaccaa7.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
236,sample_0e734334ff25.jpg,Cedula_Amarilla,357.5529513576764,71.0,True,0.0
237,sample_faabf085ebcf.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
238,sample_a6df9789d659.jpg,Cedula_Amarilla,183.7781977071616,36.0,True,0.0
239,sample_b65419b37592.jpg,Cedula_Amarilla,182.9482507219327,36.0,True,0.0
240,sample_8b569868f4ce.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
241,sample_dc359977bbc1.jpg,Cedula_Amarilla,352.17997400263573,70.0,True,0.0
242,sample_50f52f03af4a.jpg,Cedula_Amarilla,174.04754056203248,34.0,True,0.0
243,sample_0171819e21b1.jpg,Cedula_Amarilla,351.58234282298685,70.0,True,0.0
244,sample_425237524235.jpg,Cedula_Amarilla,174.0625839005185,34.0,True,0.0
245,sample_5e4fd86c3ca5.jpg,Cedula_Amarilla,177.08467788335747,35.0,True,0.0
246,sample_ed0e28ccb464.jpg,Cedula_Amarilla,169.26110289909457,33.0,True,0.0
247,sample_578582d6d811.jpg,Cedula_Amarilla,359.774427230366,71.0,True,0.0
248,sample_3cc11ce7fc6f.jpg,Cedula_Amarilla,177.8983456723287,35.0,True,0.0
249,sample_c8a3e1b8e6af.jpg,Cedula_Amarilla,5.815626529491238,1.0,True,0.0
250,sample_6bc1a45ad90a.jpg,Cedula_Amarilla,178.5436413656603,35.0,True,0.0
251,sample_33f658b05106.jpg,Cedula_Amarilla,2.009553813021139,0.0,True,0.0
252,sample_d92a3570bad3.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
253,sample_43af73987775.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
254,sample_b409b82ab599.jpg,Cedula_Amarilla,167.30733445488212,33.0,True,0.0
255,sample_ac5269894059.jpg,Cedula_Amarilla,183.69138598645128,36.0,True,0.0
256,sample_ca90e33ba9fa.jpg,Cedula_Amarilla,176.93771291459996,35.0,True,0.0
257,sample_d9a3e458d725.jpg,Cedula_Amarilla,176.2359651350943,35.0,True,0.0
258,sample_1c4d3c601f48.jpg,Cedula_Amarilla,181.23463170540413,36.0,True,0.0
259,sample_3ffc44caf864.jpg,Cedula_Amarilla,358.0748162916768,71.0,True,0.0
260,sample_29a0b53214d1.jpg,Cedula_Amarilla,2.2120420020483533,0.0,True,0.0
261,sample_1ed9fda0ff37.jpg,Cedula_Amarilla,350.6991020846261,70.0,True,0.0
262,sample_0fef2283b307.jpg,Cedula_Amarilla,356.6335393365702,71.0,True,0.0
263,sample_13ea391a6834.jpg,Cedula_Amarilla,178.30104702855405,35.0,True,0.0
264,sample_106948152a26.jpg,Cedula_Amarilla,4.295840511271507,0.0,True,0.0
265,sample_0310ed19e7fc.jpg,Cedula_Amarilla,356.3422333610256,71.0,True,0.0
266,sample_131582be8c93.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
267,sample_b291703181ec.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
268,sample_4cf796951d9a.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
269,sample_e5f6c3d1b4ad.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
270,sample_67076d894f21.jpg,Cedula_Amarilla,344.2023685155468,68.0,True,0.0
271,sample_d888d0a6e9e9.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
272,sample_a89af902b3ea.jpg,Cedula_Amarilla,190.58732131823717,38.0,True,0.0
273,sample_6fd6991ab668.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
274,sample_173a4cef34a7.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
275,sample_0b2a7c609d84.jpg,Cedula_Amarilla,352.75130164242614,70.0,True,0.0
276,sample_28f742bf02be.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
277,sample_3cbeaa9ab2c5.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
278,sample_798c5c46c1e1.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
279,sample_c080303e3fa0.jpg,Cedula_Amarilla,182.1475854282985,36.0,True,0.0
280,sample_fcfb67581e2e.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
281,sample_5f25735b51bc.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
282,sample_5d7bc901fcba.jpg,Cedula_Amarilla,349.2737055338748,69.0,True,0.0
283,sample_3d75e806f0cd.jpg,Cedula_Amarilla,178.39399701071775,35.0,True,0.0
284,sample_73b21754cd22.jpg,Cedula_Amarilla,1.5140733606351122,0.0,True,0.0
285,sample_18de0ef14879.jpg,Cedula_Amarilla,181.2844435218008,36.0,True,0.0
286,sample_724bcf01f92d.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
287,sample_8a74f0dafb46.jpg,Cedula_Amarilla,183.2704879231836,36.0,True,0.0
288,sample_24dfc877e958.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
289,sample_292d146248f2.jpg,Cedula_Amarilla,5.545317308862041,1.0,True,0.0
290,sample_63105ce3c6f5.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
291,sample_5672492192b6.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
292,sample_c32caa278a7c.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
293,sample_b5db714656f0.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
294,sample_2d8ec252a5ea.jpg,Cedula_Amarilla,173.93336692639488,34.0,True,0.0
295,sample_7badca3e920b.jpg,Cedula_Amarilla,177.18862640547346,35.0,True,0.0
296,sample_bed237830101.jpg,Cedula_Amarilla,179.50178838738637,35.0,True,0.0
297,sample_170b90b5c71d.jpg,Cedula_Amarilla,8.841814560191672,1.0,True,0.0
298,sample_2f91015e41e2.jpg,Cedula_Amarilla,177.2499148250876,35.0,True,0.0
299,sample_5bbc03c9e54b.jpg,Cedula_Amarilla,180.50258166672103,36.0,True,0.0
300,sample_9275d4a43849.jpg,Cedula_Amarilla,181.5551595050672,36.0,True,0.0
301,sample_0a15923a230a.jpg,Cedula_Amarilla,179.25270612317394,35.0,True,0.0
302,sample_086e6d0da65f.jpg,Cedula_Amarilla,351.5642324866485,70.0,True,0.0
303,sample_559142445ed7.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
304,sample_ae033479614d.jpg,Cedula_Amarilla,0.0,0.0,True,0.0
305,sample_4ee7cddd1c91.jpg,Cedula_Amarilla,180.0,36.0,True,0.0
